gfsCode,revStreamName,agencyName,companyName,year,payment,paymentUSD
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Dongsheng Petroleum Mongolia,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Dongsheng Petroleum Mongolia,2012,0,0
1421E,Service charges paid to local administration,Not available,Dongsheng Petroleum Mongolia,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Dongsheng Petroleum Mongolia,2012,0,0
1421E,Service fee for foreign experts and workers,Not available,Dongsheng Petroleum Mongolia,2012,212e3,157.04518012045068
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Dongsheng Petroleum Mongolia,2012,0,0
1422E,1.3.1 Customs service fee,Customs Office,Dongsheng Petroleum Mongolia,2012,0,0
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Dongsheng Petroleum Mongolia,2012,3e5,222.23374545346795
1422E,Stamp fee paid to local budget,Not available,Dongsheng Petroleum Mongolia,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Dongsheng Petroleum Mongolia,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Dongsheng Petroleum Mongolia,2012,6141e5,454912.4769432489
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Dongsheng Petroleum Mongolia,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Dongsheng Petroleum Mongolia,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Dongsheng Petroleum Mongolia,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Dongsheng Petroleum Mongolia,2012,0,0
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Dongsheng Petroleum Mongolia,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Dongsheng Petroleum Mongolia,2012,0,0
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Petro Matad,2012,94589e3,70069.55916232693
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Petro Matad,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Petro Matad,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Petro Matad,2012,0,0
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Petro Matad,2012,668e3,494.84047320972195
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Petro Matad,2012,44e3,32.59428266650863
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Petro Matad,2012,894e3,662.2565614513345
114521E,2.2.2 Fee for water use,Local Department of Taxation,Petro Matad,2012,174e3,128.8955723630114
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Petro Matad,2012,0,0
114521E,Fee for forestry use and fire wood,Not available,Petro Matad,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Petro Matad,2012,0,0
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Petro Matad,2012,56657e3,41970.32438719044
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Petro Matad,2012,308e3,228.15997866556043
1151E,1.1.2 Customs tax,Customs Office,Petro Matad,2012,318e3,235.56777018067604
116E,1.6.4 Other (State Budget),Other,Petro Matad,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Petro Matad,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Petro Matad,2012,29355e4,217455.7199262184
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Petro Matad,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Petro Matad,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Petro Matad,2012,0,0
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Petro Matad,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Petro Matad,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Petro Matad,2012,40874e3,30278.607038883496
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Petro Matad,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Petro Matad,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Petro Matad,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Petro Matad,2012,0,0
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Petro Matad,2012,56368e3,41756.239212403605
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Petro Matad,2012,139524e3,103356.47033549887
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Petro Matad,2012,6812e3,5046.1875800967455
1421E,Service charges paid to local administration,Not available,Petro Matad,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Petro Matad,2012,0,0
1421E,Service fee for foreign experts and workers,Not available,Petro Matad,2012,0,0
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Petro Matad,2012,0,0
1422E,1.3.1 Customs service fee,Customs Office,Petro Matad,2012,159e3,117.78388509033802
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Petro Matad,2012,3e5,222.23374545346795
1422E,Stamp fee paid to local budget,Not available,Petro Matad,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Petro Matad,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Petro Matad,2012,0,0
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Petro Matad,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Petro Matad,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Petro Matad,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Petro Matad,2012,0,0
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Petro Matad,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Petro Matad,2012,0,0
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Capcorp Mongolia,2012,44e3,32.59428266650863
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Capcorp Mongolia,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Capcorp Mongolia,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Capcorp Mongolia,2012,0,0
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Capcorp Mongolia,2012,0,0
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Capcorp Mongolia,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Capcorp Mongolia,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Capcorp Mongolia,2012,0,0
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Capcorp Mongolia,2012,0,0
114521E,Fee for forestry use and fire wood,Not available,Capcorp Mongolia,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Capcorp Mongolia,2012,0,0
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Capcorp Mongolia,2012,35481e3,26283.585074781655
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Capcorp Mongolia,2012,465e3,344.46230545287534
1151E,1.1.2 Customs tax,Customs Office,Capcorp Mongolia,2012,0,0
116E,1.6.4 Other (State Budget),Other,Capcorp Mongolia,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Capcorp Mongolia,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Capcorp Mongolia,2012,883e3,654.1079907847073
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Capcorp Mongolia,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Capcorp Mongolia,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Capcorp Mongolia,2012,0,0
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Capcorp Mongolia,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Capcorp Mongolia,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Capcorp Mongolia,2012,288148e3,213454.03094975295
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Capcorp Mongolia,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Capcorp Mongolia,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Capcorp Mongolia,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Capcorp Mongolia,2012,0,0
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Capcorp Mongolia,2012,138295e3,102446.05275829116
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Capcorp Mongolia,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Capcorp Mongolia,2012,110309e3,81714.60742408865
1421E,Service charges paid to local administration,Not available,Capcorp Mongolia,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Capcorp Mongolia,2012,0,0
1421E,Service fee for foreign experts and workers,Not available,Capcorp Mongolia,2012,0,0
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Capcorp Mongolia,2012,0,0
1422E,1.3.1 Customs service fee,Customs Office,Capcorp Mongolia,2012,49e3,36.29817842406643
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Capcorp Mongolia,2012,0,0
1422E,Stamp fee paid to local budget,Not available,Capcorp Mongolia,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Capcorp Mongolia,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Capcorp Mongolia,2012,0,0
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Capcorp Mongolia,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Capcorp Mongolia,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Capcorp Mongolia,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Capcorp Mongolia,2012,0,0
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Capcorp Mongolia,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Capcorp Mongolia,2012,0,0
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Golden Sea Petroleum LLC,2012,846e3,626.6991621787796
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Golden Sea Petroleum LLC,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Golden Sea Petroleum LLC,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Golden Sea Petroleum LLC,2012,0,0
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Golden Sea Petroleum LLC,2012,702706e3,520549.95444208215
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Golden Sea Petroleum LLC,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Golden Sea Petroleum LLC,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Golden Sea Petroleum LLC,2012,1e6,740.7791515115598
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Golden Sea Petroleum LLC,2012,0,0
114521E,Fee for forestry use and fire wood,Not available,Golden Sea Petroleum LLC,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Golden Sea Petroleum LLC,2012,0,0
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Golden Sea Petroleum LLC,2012,0,0
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Golden Sea Petroleum LLC,2012,872e3,645.9594201180802
1151E,1.1.2 Customs tax,Customs Office,Golden Sea Petroleum LLC,2012,3e4,22.223374545346793
116E,1.6.4 Other (State Budget),Other,Golden Sea Petroleum LLC,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Golden Sea Petroleum LLC,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Golden Sea Petroleum LLC,2012,0,0
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Golden Sea Petroleum LLC,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Golden Sea Petroleum LLC,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Golden Sea Petroleum LLC,2012,0,0
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Golden Sea Petroleum LLC,2012,0,0
